invoice_id,invoice_date,vendor_id,vendor_name,currency,line_item_number,item_code,description,quantity,unit_price,line_total
INV0005,22-05-2024,V016,Vendor_16,EUR,3,ITM0004,Widget device part,4,128.08,512.32
INV0005,22-05-2024,V016,Vendor_16,EUR,4,ITM0013,Assembly module component component accessory module part,18,53.46,962.28
INV0005,22-05-2024,V016,Vendor_16,EUR,5,ITM0042,Part accessory accessory part gadget assembly gadget,13,451.71,5872.23
INV0006,25-03-2024,V013,Vendor_13,USD,1,ITM0025,Accessory part component device device,18,332.63,5987.34
INV0006,25-03-2024,V013,Vendor_13,USD,2,ITM0032,Gadget gadget widget device,2,375.25,750.5
INV0006,25-03-2024,V013,Vendor_13,USD,3,ITM0004,Unit assembly part,6,33.16,198.96
INV0006,25-03-2024,V013,Vendor_13,USD,4,ITM0033,Part widget widget,8,204.87,1638.96
INV0006,25-03-2024,V013,Vendor_13,USD,5,ITM0037,Unit widget widget unit,19,263.78,5011.82
INV0007,13-05-2024,V007,Vendor_7,GBP,1,ITM0016,Module device component component device,3,9.61,28.83
INV0007,13-05-2024,V007,Vendor_7,GBP,2,ITM0040,Accessory widget gadget component accessory part part,12,146.07,1752.84
INV0007,13-05-2024,V007,Vendor_7,GBP,3,ITM0029,Device unit accessory unit widget part component,4,469.77,1879.08
INV0007,13-05-2024,V007,Vendor_7,GBP,4,ITM0009,Gadget widget assembly component unit,11,105.78,1163.58
INV0007,13-05-2024,V007,Vendor_7,GBP,5,ITM0041,Assembly component accessory widget unit,9,26.82,241.38
INV0008,19-06-2024,V005,Vendor_5,GBP,1,ITM0011,Assembly module widget widget part accessory,18,22.83,410.94
INV0008,19-06-2024,V005,Vendor_5,GBP,2,ITM0024,Assembly module widget module accessory accessory widget,12,108.99,1307.88
INV0008,19-06-2024,V005,Vendor_5,GBP,3,ITM0016,Module unit part,20,375.99,7519.8
INV0008,19-06-2024,V005,Vendor_5,GBP,4,ITM0016,Accessory part part widget,11,392.28,4315.08
INV0008,19-06-2024,V005,Vendor_5,GBP,5,ITM0027,Component part widget part,16,115.1,1841.6
INV0009,23-08-2024,V012,Vendor_12,GBP,1,ITM0015,Widget gadget component part,9,178.82,1609.38
INV0009,23-08-2024,V012,Vendor_12,GBP,2,ITM0033,Device part component widget part component,19,481.45,9147.55
INV0009,23-08-2024,V012,Vendor_12,GBP,3,ITM0017,Widget module device,11,221.01,2431.11
INV0009,23-08-2024,V012,Vendor_12,GBP,4,ITM0033,Module unit component,14,5.84,81.76
INV0009,23-08-2024,V012,Vendor_12,GBP,5,ITM0035,Module widget unit component,11,333.38,3667.18
INV0010,04-03-2024,V010,Vendor_10,GBP,1,ITM0043,Component device assembly gadget unit module,6,309.68,1858.08
INV0010,04-03-2024,V010,Vendor_10,GBP,2,ITM0020,Assembly widget component module unit unit,15,223.68,3355.2
INV0010,04-03-2024,V010,Vendor_10,GBP,3,ITM0044,Assembly part accessory device,3,145.47,436.41
INV0010,04-03-2024,V010,Vendor_10,GBP,4,ITM0043,Module part device device component gadget widget,8,492.05,3936.4
INV0010,04-03-2024,V010,Vendor_10,GBP,5,ITM0040,Assembly part unit,13,249.72,3246.36
INV0011,04-05-2024,V005,Vendor_5,USD,1,ITM0049,Part gadget part,17,234.95,3994.15
INV0011,04-05-2024,V005,Vendor_5,USD,2,ITM0036,Accessory gadget gadget assembly,17,494.01,8398.17
INV0011,04-05-2024,V005,Vendor_5,USD,3,ITM0039,Accessory accessory unit device assembly,18,225.73,4063.14
INV0011,04-05-2024,V005,Vendor_5,USD,4,ITM0011,Assembly device part component device assembly,8,140.93,1127.44
INV0011,04-05-2024,V005,Vendor_5,USD,5,ITM0005,Component module accessory widget gadget,13,348.51,4530.63
INV0012,27-12-2024,V007,Vendor_7,USD,1,ITM0027,Component assembly widget part module device,1,429.08,429.08
INV0012,27-12-2024,V007,Vendor_7,USD,2,ITM0049,Module widget module device part accessory module,18,400.93,7216.74
INV0012,27-12-2024,V007,Vendor_7,USD,3,ITM0015,Gadget module widget module device module,6,421.05,2526.3
INV0012,27-12-2024,V007,Vendor_7,USD,4,ITM0009,Assembly accessory unit unit widget module part,6,29.89,179.34
INV0012,27-12-2024,V007,Vendor_7,USD,5,ITM0025,Gadget component device module device,14,129.87,1818.18
INV0013,11-02-2024,V016,Vendor_16,USD,1,ITM0048,Widget accessory component widget accessory widget widget,8,103.68,829.44
INV0013,11-02-2024,V016,Vendor_16,USD,2,ITM0002,Gadget gadget device unit gadget device device,6,304.92,1829.52
INV0013,11-02-2024,V016,Vendor_16,USD,3,ITM0048,Part gadget component,19,17.71,336.49
INV0013,11-02-2024,V016,Vendor_16,USD,4,ITM0020,Device accessory module device widget device unit,4,350.11,1400.44
INV0013,11-02-2024,V016,Vendor_16,USD,5,ITM0020,Part part unit widget assembly unit widget,11,11.26,123.86
INV0014,03-08-2024,V016,Vendor_16,USD,1,ITM0028,Unit part device module device,9,309.88,2788.92
INV0014,03-08-2024,V016,Vendor_16,USD,2,ITM0035,Assembly part unit component component accessory,9,441.41,3972.69
INV0014,03-08-2024,V016,Vendor_16,USD,3,ITM0016,Unit device module assembly component assembly,12,399.93,4799.16
INV0014,03-08-2024,V016,Vendor_16,USD,4,ITM0022,Part device component widget accessory,3,124.47,373.41
INV0014,03-08-2024,V016,Vendor_16,USD,5,ITM0027,Assembly component assembly device assembly widget,10,114.69,1146.9
INV0015,20-12-2024,V008,Vendor_8,GBP,1,ITM0043,Module assembly module accessory assembly module assembly,10,129.44,1294.4
INV0015,20-12-2024,V008,Vendor_8,GBP,2,ITM0008,Component device accessory device,7,112.11,784.77
INV0015,20-12-2024,V008,Vendor_8,GBP,3,ITM0031,Device accessory assembly component widget,7,151.64,1061.48
INV0015,20-12-2024,V008,Vendor_8,GBP,4,ITM0024,Component device gadget widget,2,278.91,557.82
INV0015,20-12-2024,V008,Vendor_8,GBP,5,ITM0045,Unit device widget widget,10,237.35,2373.5
INV0016,13-08-2024,V011,Vendor_11,EUR,1,ITM0004,Accessory assembly part module widget,2,80.1,160.2
INV0016,13-08-2024,V011,Vendor_11,EUR,2,ITM0037,Widget component unit module unit,20,116.72,2334.4
INV0016,13-08-2024,V011,Vendor_11,EUR,3,ITM0034,Assembly module part accessory component unit,20,480.25,9605
INV0016,13-08-2024,V011,Vendor_11,EUR,4,ITM0007,Unit component widget component,18,42.16,758.88
INV0016,13-08-2024,V011,Vendor_11,EUR,5,ITM0001,Assembly unit component component device device,15,40.23,603.45
INV0017,29-04-2024,V009,Vendor_9,EUR,1,ITM0028,Assembly unit accessory,5,40.35,201.75
INV0017,29-04-2024,V009,Vendor_9,EUR,2,ITM0011,Unit part accessory module assembly,10,351.37,3513.7
INV0017,29-04-2024,V009,Vendor_9,EUR,3,ITM0018,Assembly module unit accessory device unit widget,8,481.15,3849.2
INV0017,29-04-2024,V009,Vendor_9,EUR,4,ITM0037,Accessory accessory device component widget device assembly,15,458.46,6876.9
INV0017,29-04-2024,V009,Vendor_9,EUR,5,ITM0012,Module part accessory assembly module component widget,6,168.25,1009.5
INV0018,21-12-2024,V016,Vendor_16,GBP,1,ITM0043,Part assembly assembly component component accessory,13,433.13,5630.69
INV0018,21-12-2024,V016,Vendor_16,GBP,2,ITM0001,Assembly widget assembly unit assembly module widget,9,276.86,2491.74
INV0018,21-12-2024,V016,Vendor_16,GBP,3,ITM0019,Part assembly widget unit part device,10,277.67,2776.7
INV0018,21-12-2024,V016,Vendor_16,GBP,4,ITM0036,Widget accessory accessory assembly gadget part,16,466.66,7466.56
INV0018,21-12-2024,V016,Vendor_16,GBP,5,ITM0019,Device module assembly assembly assembly gadget gadget,20,256.58,5131.6
INV0019,10-03-2024,V003,Vendor_3,GBP,1,ITM0050,Module part component widget device part,19,499.46,9489.74
INV0019,10-03-2024,V003,Vendor_3,GBP,2,ITM0032,Assembly assembly component device,13,230.4,2995.2
INV0019,10-03-2024,V003,Vendor_3,GBP,3,ITM0021,Accessory component module part,14,26.61,372.54
INV0019,10-03-2024,V003,Vendor_3,GBP,4,ITM0048,Device part module unit part accessory,16,482.59,7721.44
INV0019,10-03-2024,V003,Vendor_3,GBP,5,ITM0009,Accessory component widget part widget accessory widget,5,207.94,1039.7
INV0020,01-12-2024,V005,Vendor_5,USD,1,ITM0031,Module device unit part part,18,193.1,3475.8
INV0020,01-12-2024,V005,Vendor_5,USD,2,ITM0021,Part widget widget unit accessory accessory,3,219.82,659.46
INV0020,01-12-2024,V005,Vendor_5,USD,3,ITM0007,Module device accessory,2,165.57,331.14
INV0020,01-12-2024,V005,Vendor_5,USD,4,ITM0004,Module module component module device,6,89.14,534.84
INV0020,01-12-2024,V005,Vendor_5,USD,5,ITM0006,Part unit component accessory gadget assembly component,9,335.09,3015.81
INV0021,26-08-2024,V010,Vendor_10,EUR,1,ITM0005,Accessory accessory component accessory device assembly,10,103.61,1036.1
INV0021,26-08-2024,V010,Vendor_10,EUR,2,ITM0025,Widget module module component device widget,13,140.87,1831.31
INV0021,26-08-2024,V010,Vendor_10,EUR,3,ITM0037,Accessory device part,10,388.99,3889.9
INV0021,26-08-2024,V010,Vendor_10,EUR,4,ITM0015,Part gadget gadget component device device device,5,315.98,1579.9
INV0021,26-08-2024,V010,Vendor_10,EUR,5,ITM0041,Component module unit,5,49.62,248.1
INV0022,31-05-2024,V011,Vendor_11,INR,1,ITM0012,Gadget assembly accessory assembly,9,416.08,3744.72
INV0022,31-05-2024,V011,Vendor_11,INR,2,ITM0017,Accessory component part part assembly widget,8,430.77,3446.16
INV0022,31-05-2024,V011,Vendor_11,INR,3,ITM0047,Accessory part module part widget assembly,15,187.45,2811.75
INV0022,31-05-2024,V011,Vendor_11,INR,4,ITM0048,Unit part accessory widget component,1,311.68,311.68
INV0022,31-05-2024,V011,Vendor_11,INR,5,ITM0036,Accessory gadget widget part accessory,10,326.37,3263.7
INV0023,29-02-2024,V005,Vendor_5,USD,1,ITM0003,Accessory gadget component assembly module,12,336.89,4042.68
INV0023,29-02-2024,V005,Vendor_5,USD,2,ITM0048,Module device gadget module widget assembly module,9,21.19,190.71
INV0023,29-02-2024,V005,Vendor_5,USD,3,ITM0024,Module accessory part widget,12,274.51,3294.12
INV0023,29-02-2024,V005,Vendor_5,USD,4,ITM0042,Widget component accessory accessory part,3,333.07,999.21
INV0023,29-02-2024,V005,Vendor_5,USD,5,ITM0042,Accessory widget module accessory part gadget part,18,107.54,1935.72
INV0024,20-04-2024,V008,Vendor_8,GBP,1,ITM0050,Part unit component accessory,5,272.41,1362.05
INV0024,20-04-2024,V008,Vendor_8,GBP,2,ITM0012,Unit widget widget,8,296.48,2371.84
INV0024,20-04-2024,V008,Vendor_8,GBP,3,ITM0002,Component gadget module gadget,3,240.74,722.22
INV0024,20-04-2024,V008,Vendor_8,GBP,4,ITM0050,Assembly widget assembly accessory widget,17,154.31,2623.27
INV0024,20-04-2024,V008,Vendor_8,GBP,5,ITM0042,Widget assembly module,4,247.68,990.72
INV0025,15-08-2024,V003,Vendor_3,USD,1,ITM0021,Gadget gadget unit unit device module unit,10,229.59,2295.9
INV0025,15-08-2024,V003,Vendor_3,USD,2,ITM0039,Widget device part unit device device,7,217.88,1525.16
INV0025,15-08-2024,V003,Vendor_3,USD,3,ITM0015,Module assembly module widget module unit,12,477.03,5724.36
INV0025,15-08-2024,V003,Vendor_3,USD,4,ITM0044,Widget part widget widget device part,18,34.69,624.42
INV0025,15-08-2024,V003,Vendor_3,USD,5,ITM0036,Component gadget module unit device part device,10,302.2,3022
INV0026,29-06-2024,V004,Vendor_4,EUR,1,ITM0010,Component widget part module device unit,14,423.35,5926.9
INV0026,29-06-2024,V004,Vendor_4,EUR,2,ITM0050,Unit unit widget accessory part component gadget,10,461.16,4611.6
INV0026,29-06-2024,V004,Vendor_4,EUR,3,ITM0023,Gadget gadget unit,3,75.23,225.69
INV0026,29-06-2024,V004,Vendor_4,EUR,4,ITM0041,Widget assembly module,15,173.74,2606.1
INV0026,29-06-2024,V004,Vendor_4,EUR,5,ITM0024,Device device unit widget widget,6,378.45,2270.7
INV0027,26-01-2024,V003,Vendor_3,GBP,1,ITM0029,Assembly module component device gadget module,10,340.72,3407.2
INV0027,26-01-2024,V003,Vendor_3,GBP,2,ITM0038,Assembly component gadget accessory widget gadget,7,384.84,2693.88
INV0027,26-01-2024,V003,Vendor_3,GBP,3,ITM0049,Component gadget assembly module gadget,18,353.32,6359.76
INV0027,26-01-2024,V003,Vendor_3,GBP,4,ITM0033,Part part widget part widget widget accessory,11,290,3190
INV0027,26-01-2024,V003,Vendor_3,GBP,5,ITM0037,Device module gadget widget component part,20,232.75,4655
INV0028,19-12-2024,V012,Vendor_12,USD,1,ITM0028,Component unit assembly,13,435.91,5666.83
INV0028,19-12-2024,V012,Vendor_12,USD,2,ITM0048,Gadget part widget unit assembly,7,453.43,3174.01
INV0028,19-12-2024,V012,Vendor_12,USD,3,ITM0023,Device part part component gadget,7,90.88,636.16
INV0028,19-12-2024,V012,Vendor_12,USD,4,ITM0010,Gadget device assembly,19,381.14,7241.66
INV0028,19-12-2024,V012,Vendor_12,USD,5,ITM0029,Unit accessory component accessory component module assembly,10,399.18,3991.8
INV0029,29-10-2024,V002,Vendor_2,GBP,1,ITM0033,Component assembly widget,10,42.98,429.8
INV0029,29-10-2024,V002,Vendor_2,GBP,2,ITM0006,Unit module unit accessory device widget accessory,19,327.66,6225.54
INV0029,29-10-2024,V002,Vendor_2,GBP,3,ITM0021,Assembly gadget widget widget accessory module device,17,324.83,5522.11
INV0029,29-10-2024,V002,Vendor_2,GBP,4,ITM0003,Device accessory assembly unit,12,189.56,2274.72
INV0029,29-10-2024,V002,Vendor_2,GBP,5,ITM0019,Module module unit part unit widget,4,281.19,1124.76
INV0030,16-07-2024,V010,Vendor_10,GBP,1,ITM0047,Part module unit gadget module accessory device,13,68.83,894.79
INV0030,16-07-2024,V010,Vendor_10,GBP,2,ITM0046,Component module part,5,336.71,1683.55
INV0030,16-07-2024,V010,Vendor_10,GBP,3,ITM0048,Widget device assembly widget component accessory module,16,100.04,1600.64
INV0030,16-07-2024,V010,Vendor_10,GBP,4,ITM0009,Widget part widget device,17,23.69,402.73
INV0030,16-07-2024,V010,Vendor_10,GBP,5,ITM0022,Gadget module gadget part device part gadget,15,26.63,399.45
INV0031,05-07-2024,V008,Vendor_8,INR,1,ITM0040,Device part component component accessory,16,452.47,7239.52
INV0031,05-07-2024,V008,Vendor_8,INR,2,ITM0013,Device unit module device part,17,266.09,4523.53
INV0031,05-07-2024,V008,Vendor_8,INR,3,ITM0011,Part gadget component unit,12,279.5,3354
INV0031,05-07-2024,V008,Vendor_8,INR,4,ITM0007,Part component device component accessory gadget module,8,409.27,3274.16
INV0031,05-07-2024,V008,Vendor_8,INR,5,ITM0023,Module module module,13,497.29,6464.77
INV0032,10-07-2024,V008,Vendor_8,USD,1,ITM0021,Part unit part,5,23.96,119.8
INV0032,10-07-2024,V008,Vendor_8,USD,2,ITM0031,Device assembly unit accessory,1,131.68,131.68
INV0032,10-07-2024,V008,Vendor_8,USD,3,ITM0010,Accessory unit module device component gadget component,20,231.27,4625.4
INV0032,10-07-2024,V008,Vendor_8,USD,4,ITM0008,Unit widget assembly component gadget module,20,179.64,3592.8
INV0032,10-07-2024,V008,Vendor_8,USD,5,ITM0037,Gadget device assembly module accessory assembly,17,279.31,4748.27
INV0033,18-07-2024,V016,Vendor_16,USD,1,ITM0041,Accessory component widget part module device,4,386.89,1547.56
INV0033,18-07-2024,V016,Vendor_16,USD,2,ITM0048,Gadget module module unit part,15,490.51,7357.65
INV0033,18-07-2024,V016,Vendor_16,USD,3,ITM0031,Part widget device assembly,10,104.79,1047.9
INV0033,18-07-2024,V016,Vendor_16,USD,4,ITM0013,Component component module,18,239.33,4307.94
INV0033,18-07-2024,V016,Vendor_16,USD,5,ITM0003,Component part widget unit,9,66.62,599.58
INV0034,07-07-2024,V014,Vendor_14,INR,1,ITM0048,Accessory module accessory assembly assembly accessory,17,137.03,2329.51
INV0034,07-07-2024,V014,Vendor_14,INR,2,ITM0006,Widget unit part assembly component widget,10,156.72,1567.2
INV0034,07-07-2024,V014,Vendor_14,INR,3,ITM0039,Gadget module assembly device accessory unit,14,140.9,1972.6
INV0034,07-07-2024,V014,Vendor_14,INR,4,ITM0004,Device module assembly,6,476.63,2859.78
INV0034,07-07-2024,V014,Vendor_14,INR,5,ITM0010,Device module gadget component unit module accessory,2,304.52,609.04
INV0035,13-12-2024,V015,Vendor_15,GBP,1,ITM0024,Device unit assembly module unit component,4,17.83,71.32
INV0035,13-12-2024,V015,Vendor_15,GBP,2,ITM0012,Assembly accessory gadget device device gadget,20,146.36,2927.2
INV0035,13-12-2024,V015,Vendor_15,GBP,3,ITM0032,Gadget part assembly accessory,15,498.64,7479.6
INV0035,13-12-2024,V015,Vendor_15,GBP,4,ITM0044,Device device assembly component component,6,357.35,2144.1
INV0035,13-12-2024,V015,Vendor_15,GBP,5,ITM0045,Part assembly gadget gadget,5,122.18,610.9
INV0036,09-09-2024,V001,Vendor_1,GBP,1,ITM0036,Module part assembly unit widget component accessory,16,265.22,4243.52
INV0036,09-09-2024,V001,Vendor_1,GBP,2,ITM0050,Part widget accessory unit assembly device,12,68.53,822.36
INV0036,09-09-2024,V001,Vendor_1,GBP,3,ITM0050,Unit gadget accessory module accessory widget gadget,5,155.54,777.7
INV0036,09-09-2024,V001,Vendor_1,GBP,4,ITM0011,Accessory component accessory assembly component,3,129.05,387.15
INV0036,09-09-2024,V001,Vendor_1,GBP,5,ITM0041,Component unit unit widget unit unit unit,6,331.07,1986.42
INV0037,05-11-2024,V011,Vendor_11,USD,1,ITM0002,Widget unit unit,7,384.64,2692.48
INV0037,05-11-2024,V011,Vendor_11,USD,2,ITM0027,Unit assembly unit component accessory assembly part,13,152.23,1978.99
INV0037,05-11-2024,V011,Vendor_11,USD,3,ITM0005,Gadget module assembly,11,305.3,3358.3
INV0037,05-11-2024,V011,Vendor_11,USD,4,ITM0021,Device part accessory gadget module,18,57.56,1036.08
INV0037,05-11-2024,V011,Vendor_11,USD,5,ITM0016,Gadget assembly gadget widget accessory part,14,127.89,1790.46
INV0038,22-03-2024,V011,Vendor_11,GBP,1,ITM0013,Assembly assembly assembly component,1,49.57,49.57
INV0038,22-03-2024,V011,Vendor_11,GBP,2,ITM0026,Assembly component unit widget component unit part,16,146.45,2343.2
INV0038,22-03-2024,V011,Vendor_11,GBP,3,ITM0001,Module part device,13,186.14,2419.82
INV0038,22-03-2024,V011,Vendor_11,GBP,4,ITM0026,Unit gadget assembly,3,196.24,588.72
INV0038,22-03-2024,V011,Vendor_11,GBP,5,ITM0029,Component accessory device gadget accessory module part,11,281.13,3092.43
INV0039,06-07-2024,V005,Vendor_5,EUR,1,ITM0039,Module widget widget device part assembly gadget,17,74.19,1261.23
INV0039,06-07-2024,V005,Vendor_5,EUR,2,ITM0040,Gadget accessory device component module,17,268.51,4564.67
INV0039,06-07-2024,V005,Vendor_5,EUR,3,ITM0046,Component part module device accessory unit part,1,300.47,300.47
INV0039,06-07-2024,V005,Vendor_5,EUR,4,ITM0017,Unit device unit gadget unit unit part,5,411.72,2058.6
INV0039,06-07-2024,V005,Vendor_5,EUR,5,ITM0016,Unit device gadget,15,160.28,2404.2
INV0040,18-03-2024,V014,Vendor_14,EUR,1,ITM0027,Device accessory part device widget gadget gadget,11,499.07,5489.77
INV0040,18-03-2024,V014,Vendor_14,EUR,2,ITM0031,Module accessory assembly assembly assembly device part,9,306.99,2762.91
INV0040,18-03-2024,V014,Vendor_14,EUR,3,ITM0013,Component component accessory accessory,10,353.93,3539.3
INV0040,18-03-2024,V014,Vendor_14,EUR,4,ITM0045,Component module accessory part component gadget,18,192.95,3473.1
INV0040,18-03-2024,V014,Vendor_14,EUR,5,ITM0026,Accessory part component component device,12,462.38,5548.56
INV0041,01-12-2024,V009,Vendor_9,INR,1,ITM0014,Part component unit component,4,309.76,1239.04
INV0041,01-12-2024,V009,Vendor_9,INR,2,ITM0038,Component device assembly unit,2,54.6,109.2
INV0041,01-12-2024,V009,Vendor_9,INR,3,ITM0022,Widget device widget assembly accessory module,16,241.34,3861.44
INV0041,01-12-2024,V009,Vendor_9,INR,4,ITM0013,Component unit accessory widget unit,18,370.65,6671.7
INV0041,01-12-2024,V009,Vendor_9,INR,5,ITM0003,Module part accessory widget,13,395.04,5135.52
INV0042,05-04-2024,V010,Vendor_10,USD,1,ITM0001,Unit widget accessory component accessory,18,264.54,4761.72
INV0042,05-04-2024,V010,Vendor_10,USD,2,ITM0009,Assembly gadget gadget gadget assembly component gadget,11,396.43,4360.73
INV0042,05-04-2024,V010,Vendor_10,USD,3,ITM0037,Gadget part accessory part,17,167.32,2844.44
INV0042,05-04-2024,V010,Vendor_10,USD,4,ITM0026,Gadget gadget component,8,8.38,67.04
INV0042,05-04-2024,V010,Vendor_10,USD,5,ITM0025,Assembly component component unit,19,10.66,202.54
INV0043,30-11-2024,V012,Vendor_12,EUR,1,ITM0004,Assembly gadget device,10,346.69,3466.9
INV0043,30-11-2024,V012,Vendor_12,EUR,2,ITM0041,Module gadget accessory assembly assembly,20,189.94,3798.8
INV0043,30-11-2024,V012,Vendor_12,EUR,3,ITM0045,Accessory device part part device device unit,3,265.13,795.39
INV0043,30-11-2024,V012,Vendor_12,EUR,4,ITM0034,Widget unit widget assembly assembly,19,270.65,5142.35
INV0043,30-11-2024,V012,Vendor_12,EUR,5,ITM0011,Part module device device assembly,17,225.51,3833.67
INV0044,29-01-2024,V015,Vendor_15,EUR,1,ITM0033,Assembly widget assembly part device module,1,374.17,374.17
INV0044,29-01-2024,V015,Vendor_15,EUR,2,ITM0038,Widget module widget,2,467.62,935.24
INV0044,29-01-2024,V015,Vendor_15,EUR,3,ITM0005,Widget module device device accessory unit,14,190.36,2665.04
INV0044,29-01-2024,V015,Vendor_15,EUR,4,ITM0025,Part accessory module device unit assembly,12,63.72,764.64
INV0044,29-01-2024,V015,Vendor_15,EUR,5,ITM0035,Assembly device component widget widget component,18,214.94,3868.92
INV0045,13-07-2024,V008,Vendor_8,EUR,1,ITM0030,Gadget gadget part device widget,14,309.39,4331.46
INV0045,13-07-2024,V008,Vendor_8,EUR,2,ITM0002,Gadget widget widget unit,2,126.14,252.28
INV0045,13-07-2024,V008,Vendor_8,EUR,3,ITM0003,Module assembly device device gadget accessory,8,408.81,3270.48
INV0045,13-07-2024,V008,Vendor_8,EUR,4,ITM0047,Component unit device component component gadget unit,8,209.71,1677.68
INV0045,13-07-2024,V008,Vendor_8,EUR,5,ITM0018,Unit unit device,6,314.87,1889.22
INV0046,06-08-2024,V018,Vendor_18,INR,1,ITM0004,Accessory device part component module,5,153.44,767.2
INV0046,06-08-2024,V018,Vendor_18,INR,2,ITM0012,Assembly part component device part accessory unit,14,280.86,3932.04
INV0046,06-08-2024,V018,Vendor_18,INR,3,ITM0009,Component gadget unit accessory part widget,7,30.51,213.57
INV0046,06-08-2024,V018,Vendor_18,INR,4,ITM0025,Unit part gadget device device unit assembly,11,155.08,1705.88
INV0046,06-08-2024,V018,Vendor_18,INR,5,ITM0001,Accessory accessory gadget accessory,16,457.65,7322.4
INV0047,22-12-2024,V020,Vendor_20,EUR,1,ITM0026,Assembly device module assembly,12,157.67,1892.04
INV0047,22-12-2024,V020,Vendor_20,EUR,2,ITM0024,Part assembly part device device component gadget,11,209.9,2308.9
INV0047,22-12-2024,V020,Vendor_20,EUR,3,ITM0037,Device widget assembly unit,14,151.12,2115.68
INV0047,22-12-2024,V020,Vendor_20,EUR,4,ITM0013,Component unit component assembly accessory,11,132.38,1456.18
INV0047,22-12-2024,V020,Vendor_20,EUR,5,ITM0032,Assembly device module gadget assembly gadget,18,495.21,8913.78
INV0048,31-01-2024,V017,Vendor_17,USD,1,ITM0005,Device module part,8,38.64,309.12
INV0048,31-01-2024,V017,Vendor_17,USD,2,ITM0010,Gadget assembly widget,20,456.81,9136.2
INV0048,31-01-2024,V017,Vendor_17,USD,3,ITM0043,Widget assembly module widget device assembly,10,13.49,134.9
INV0048,31-01-2024,V017,Vendor_17,USD,4,ITM0045,Part accessory widget widget gadget gadget,17,129.95,2209.15
INV0048,31-01-2024,V017,Vendor_17,USD,5,ITM0023,Part widget accessory assembly component,8,153.49,1227.92
INV0049,11-02-2024,V002,Vendor_2,USD,1,ITM0026,Module assembly unit device widget part,11,285.1,3136.1
INV0049,11-02-2024,V002,Vendor_2,USD,2,ITM0007,Accessory component accessory device unit component accessory,9,450.16,4051.44
INV0049,11-02-2024,V002,Vendor_2,USD,3,ITM0037,Gadget part widget,7,295.58,2069.06
INV0049,11-02-2024,V002,Vendor_2,USD,4,ITM0049,Accessory component unit unit part device,18,169.21,3045.78
INV0049,11-02-2024,V002,Vendor_2,USD,5,ITM0049,Part device widget device,12,31.58,378.96
INV0050,11-08-2024,V008,Vendor_8,USD,1,ITM0022,Device accessory module device widget component accessory,16,117.93,1886.88
INV0050,11-08-2024,V008,Vendor_8,USD,2,ITM0036,Module device unit widget unit part,3,45.61,136.83
INV0050,11-08-2024,V008,Vendor_8,USD,3,ITM0010,Device unit device component widget widget,10,225.14,2251.4
INV0050,11-08-2024,V008,Vendor_8,USD,4,ITM0049,Widget widget module unit assembly,4,18,72
